,19-1023.00,49-2096.00,43-6012.00,43-4011.00,15-1211.00,15-1244.00,11-3061.00,25-1066.00,39-3011.00,25-1021.00,43-9071.00,19-3034.00,11-3031.01,27-4015.00,13-1023.00,13-1199.00,51-9011.00,51-4121.00,43-2021.00,29-1171.00,15-1299.00,39-4031.00,17-3027.00,25-2051.00,47-3013.00,19-2099.01,29-1229.04,33-3021.00,51-2021.00,11-9199.08,47-3019.00,29-1141.00,29-1218.00,17-3011.00,25-1042.00,11-2022.00,29-1071.00,27-3023.00,51-5113.00,13-2031.00,47-2051.00,51-6061.00,35-2021.00,13-1051.00,27-1029.00,31-1132.00,19-2011.00,49-2022.00,43-5031.00,15-1255.01,47-2042.00,27-4031.00,39-9032.00,53-3054.00,17-1022.00,25-4022.00,37-1011.00,45-2011.00,33-2021.00,17-2199.03,13-2041.00,35-9021.00,29-2043.00,49-3011.00,15-2051.02,39-2011.00,51-8013.00,43-4041.00,33-1091.00,29-1131.00,51-9032.00,51-3011.00,15-1211.01,53-4022.00,19-2031.00,29-1299.00,29-1051.00,11-9151.00,41-9022.00,25-4031.00,51-6031.00,27-2012.00,21-1091.00,19-4013.00,39-5012.00,37-2011.00,19-3093.00,49-3042.00,17-2081.00,15-1299.01,11-3021.00,49-3031.00,47-5013.00,17-2112.02,17-2151.00,15-1242.00,49-9012.00,29-1123.00,47-4099.03,41-9041.00,29-2091.00,13-2099.01,31-9096.00,29-2092.00,29-2055.00,53-6061.00,43-4051.00,25-1043.00,49-2091.00,53-7063.00,19-3032.00,11-9199.00,17-3029.01,29-1029.00,55-3019.00,13-1075.00,43-4061.00,43-5061.00,41-4011.00,19-3099.00,23-2093.00,51-3091.00,49-9031.00,13-2051.00,11-9111.00,13-2023.00,43-9031.00,51-4111.00,13-2081.00,53-7021.00,39-5011.00,17-2112.03,25-9049.00,41-4012.00,33-3012.00,31-9094.00,49-3092.00,37-3011.00,39-7011.00,31-1121.00,37-1012.00,11-3031.00,19-3033.00,47-3012.00,43-3071.00,29-2011.00,13-1161.00,17-2071.00,31-9095.00,29-1229.00,31-1133.00,27-3031.00,29-9093.00,29-9092.00,13-1199.04,25-2012.00,43-6014.00,29-2081.00,43-3031.00,15-1243.01,25-9043.00,43-4081.00,31-9011.00,21-1012.00,49-3093.00,11-9121.00,29-1243.00,11-9161.00,13-1041.01,11-9041.00,53-7121.00,29-1222.00,27-2023.00,47-4099.00,45-2092.00,47-4061.00,31-2022.00,13-1081.00,23-1012.00,41-9012.00,19-1021.00,29-1292.00,43-9061.00,43-5011.00,45-4011.00,19-4012.00,47-2231.00,29-2056.00,33-9021.00,29-2042.00,13-2082.00,53-3033.00,41-9091.00,29-2052.00,51-6042.00,35-9011.00,19-1042.00,17-2031.00,51-4041.00,43-4131.00,17-2112.00,29-1229.02,47-5044.00,17-3023.00,47-2031.00,51-6052.00,39-7012.00,51-1011.00,53-1043.00,31-9091.00,43-3051.00,17-3026.00,41-2021.00,53-4031.00,49-9092.00,43-5052.00,13-1071.00,19-3022.00,51-9081.00,13-1161.01,49-2097.00,43-9021.00,43-4111.00,43-3041.00,51-2031.00,19-4061.00,47-1011.03,51-9199.00,25-2011.00,17-3029.08,15-1253.00,33-1011.00,17-2141.00,33-3021.06,11-9051.00,47-2181.00,15-1299.08,49-9098.00,53-6051.07,47-2044.00,27-4012.00,25-9021.00,13-2099.00,29-1213.00,15-1299.04,21-1094.00,11-3013.01,43-4181.00,13-2052.00,53-5021.00,41-1011.00,29-2072.00,47-4051.00,17-2011.00,39-6012.00,39-5091.00,45-2093.00,29-1214.00,17-3029.00,39-6011.00,15-1299.02,53-7051.00,29-2099.08,43-5021.00,49-2098.00,23-2011.00,17-2051.02,45-4021.00,51-7041.00,11-2032.00,47-2071.00,11-3051.01,41-2011.00,53-3053.00,35-9031.00,51-2022.00,19-4099.01,15-1299.03,17-3012.00,29-1223.00,11-9013.00,49-3091.00,25-3031.00,13-1141.00,41-2022.00,47-2022.00,49-9051.00,41-2031.00,11-9121.01,31-2012.00,49-1011.00,43-9051.00,31-9097.00,53-3051.00,43-5041.00,19-4031.00,49-9099.00,29-2099.05,49-3023.00,13-1199.06,47-5071.00,25-9031.00,11-9032.00,99-9999.00,41-9031.00,11-9081.00,19-1041.00,27-1021.00,43-3021.00,19-3011.00,35-2012.00,11-3121.00,29-1229.06,51-3093.00,51-2011.00,51-9124.00,49-2021.00,13-1082.00,13-2071.00,51-4122.00,13-1032.00,47-2121.00,21-2021.00,17-2061.00,43-4151.00,21-1014.00,11-3111.00,13-1041.00,29-2099.00,29-1122.01,19-4043.00,47-2111.00,27-1011.00,17-3024.01,15-1299.07,15-2051.00,13-2053.00,39-3019.00,49-9041.00,35-3031.00,41-1012.00,25-2056.00,33-9032.00,21-1029.00,31-1131.00,53-2012.00,41-3021.00,27-2011.00,21-1099.00,29-2012.00,15-2051.01,29-1221.00,15-2041.00,29-1217.00,13-1041.08,49-9052.00,51-8021.00,51-3022.00,29-1141.04,15-2011.00,25-1022.00,41-4011.07,55-1019.00,47-2061.00,17-3013.00,41-9021.00,53-2011.00,33-9093.00,15-1299.05,35-3041.00,47-2221.00,51-5112.00,33-2011.00,47-4031.00,43-5011.01,51-9198.00,51-8011.00,47-2131.00,11-9199.01,47-4011.01,13-1151.00,25-1124.00,39-9011.01,53-6031.00,29-1125.00,53-5011.00,47-5022.00,29-1181.00,37-2021.00,43-4031.00,41-3011.00,27-3011.00,17-2111.00,53-7011.00,53-2022.00,19-2032.00,53-7064.00,25-1071.00,21-1011.00,11-9141.00,19-3051.00,51-6011.00,51-9082.00,51-2051.00,29-1161.00,15-1252.00,19-4042.00,53-6021.00,19-1031.03,19-5011.00,37-2012.00,27-4014.00,49-3021.00,29-1215.00,27-4032.00,27-2012.03,13-2054.00,51-4193.00,47-2211.00,51-6092.00,43-5051.00,53-7199.00,11-9199.11,13-1131.00,29-1041.00,15-1243.00,43-5071.00,11-9199.02,47-2073.00,39-9011.00,51-7042.00,49-9061.00,27-1024.00,29-9091.00,11-9033.00,29-1224.00,11-9179.02,15-1231.00,43-2011.00,49-9099.01,19-1029.04,17-1012.00,49-9021.00,51-4035.00,11-3051.00,27-2099.00,41-3091.00,21-2011.00,13-2011.00,17-3031.00,47-4041.00,21-1019.00,29-2034.00,51-4051.00,43-4199.00,29-1141.03,29-1011.00,11-2011.00,53-2021.00,47-2152.00,25-2058.00,27-2041.00,43-9041.00,47-4011.00,15-1251.00,39-3031.00,51-9193.00,37-3013.00,43-3011.00,35-3023.01,15-1221.00,39-9099.00,19-3099.01,51-9071.00,47-3011.00,15-1255.00,33-9099.02,27-3041.00,15-1254.00,51-3092.00,47-2041.00,25-3099.00,11-1011.00,49-9044.00,25-1121.00,23-1011.00,27-3091.00,17-2072.01,25-3021.00,11-9021.00,53-7065.00,11-3012.00,39-5092.00,25-2022.00,43-9022.00,29-1229.03,25-2032.00,17-2121.00,35-3011.00,51-7011.00,33-3051.00,25-1122.00,17-2111.02,51-8093.00,35-3023.00,23-2099.00,17-2041.00,53-3099.00,39-3091.00,43-5111.00,29-1291.00,29-1241.00,27-3043.05,53-7061.00,29-2035.00,15-1212.00,51-5111.00,47-2081.00,47-5081.00,29-1071.01,27-1013.00,45-2041.00,13-1199.07,29-2057.00,21-1023.00,51-9123.00,21-1022.00,41-9011.00,25-1011.00,19-1022.00,31-1122.00,33-3051.04,29-2051.00,19-2012.00,43-6011.00,27-4021.00,53-1042.00,29-1023.00,51-9041.00,49-9081.00,43-1011.00,29-1031.00,21-1013.00,29-1127.00,51-9023.00,41-3031.00,11-9171.00,13-1041.03,47-2141.00,19-1032.00,25-2059.00,51-4033.00,39-2021.00,29-2053.00,49-9011.00,27-1025.00,29-2061.00,51-6062.00,25-1194.00,51-9061.00,19-4051.00,11-3013.00,53-7071.00,51-6091.00,37-3012.00,29-2032.00,47-5099.00,25-1072.00,17-2051.01,29-2099.01,45-4022.00,39-3093.00,31-2011.00,29-1151.00,43-4161.00,51-2099.00,49-2092.00,39-9041.00,51-9191.00,43-9199.00,27-3042.00,15-1299.09,29-1216.00,13-1022.00,53-6041.00,27-1027.00,25-3011.00,51-9162.00,25-2057.00,15-2031.00,43-4071.00,33-1012.00,27-2042.00,25-9042.00,51-3021.00,15-1241.01,27-4011.00,29-2011.04,19-4092.00,53-7041.00,33-2022.00,53-3052.00,51-9161.00,19-3094.00,19-1012.00,29-2031.00,11-9031.00,53-7062.00,11-3131.00,21-1021.00,53-3031.00,17-2199.05,17-3024.00,45-2091.00,25-1081.00,31-9099.00,29-1126.00,11-3071.00,25-2031.00,51-8012.00,47-5049.00,27-1022.00,25-3041.00,15-2041.01,21-1015.00,17-3022.00,29-2033.00,17-2171.00,33-9011.00,39-9031.00,29-1021.00,13-1031.00,29-1128.00,35-2015.00,49-9062.00,51-9111.00,51-8092.00,29-1249.00,35-2014.00,45-1011.00,35-1011.00,33-9092.00,13-2072.00,27-2022.00,19-4021.00,29-1124.00,51-4021.00,15-2099.01,53-3032.00,49-2011.00,19-2041.00,51-9021.00,49-9043.00,47-3015.00,25-4012.00,31-9092.00,51-2092.00,39-1022.00,27-3043.00,17-3019.00,27-1026.00,23-1023.00,29-1211.00,49-9064.00,15-1232.00,43-6013.00,27-2012.04,51-4031.00,13-1111.00,17-2051.00,17-2072.00,29-1212.00,13-1041.07,19-5012.00,25-1199.00,43-3061.00,43-5032.00,31-2021.00,21-1092.00,51-8031.00,31-9093.00,11-9179.01,11-3071.04,13-1121.00,13-1081.02,51-9151.00,29-2012.01,51-9012.00,11-1021.00,43-4121.00,51-4022.00,41-9099.00,29-9099.00,25-2021.00,21-1093.00,39-1013.00,49-9071.00,43-4171.00,35-1012.00,47-1011.00,29-1122.00,15-1241.00,17-2199.00,33-1021.00,33-9031.00,51-6099.00,17-1011.00,11-2021.00
19-1023.00,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49-2096.00,0,134,0,6,4,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,23,0,6,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,7
43-6012.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43-4011.00,0,3,0,122,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
15-1211.00,0,1,0,2,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,5,0,0,1,0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
15-1244.00,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
